Parent,Venture,Description,Link
Binance,celer,"Celer is a blockchain interoperability protocol enabling a one-click user experience accessing tokens, DeFi, GameFi, NFTs, governance, and more across multiple chains.",https://www.celer.network/
Binance,celestia,"Celestia is a modular consensus and data network, built to enable anyone to easily deploy their own blockchain with minimal overhead.",https://celestia.org/
Binance,cere,"The Cere Protocol is a fully decentralized data infrastructure enabled by tools necessary to serve all data needs of content creators, game developers, brands, and dApps.",https://cere.network/
Binance,certik,CertiK is Web3's leading smart contract auditor and provides a comprehensive suite of tools to secure the industry at scale.,https://www.certik.org/
Binance,chiliz,Chiliz Chain aims to build a secure online community focused on sports and entertainment.,https://www.chiliz.com/en/
Binance,cocosbcx,"A top Web3 gaming Layer2 provider, offering open-source, decentralized Scaling Solutions for Game developer.",https://www.cocosbcx.io/
Binance,contentos,"decentralized digital content community that allows content to be freely produced, distributed, rewarded, and traded, while protecting author rights",https://www.contentos.io/
Binance,dodoex,"DODO is a decentralized trading platform that uses the innovative Proactive Market Maker (PMM) algorithm to provide efficient on-chain liquidity for Web3 assets, making it easy for everyone to issue and trade these assets.",https://dodoex.io/
Binance,duneanalytics,Dune is a web-based platform that allows you to query public blockchain data and aggregate it into beautiful dashboards. THE DATA MUST FLOW,https://duneanalytics.com/home
Binance,elrond,A Highly Scalable Public Blockchain via Adaptive State Sharding and Secure Proof of Stake,https://elrond.com/
Binance,fioprotocol,"The FIO Protocol is a decentralized service layer that bridges the gap between crypto endpoints such as wallets, exchanges, crypto payment processors, and any other application in which crypto assets are held and/or transferred. ",https://fioprotocol.io/
Binance,harmony,"Harmony is a blockchain platform designed to facilitate the creation and use of decentralized applications (DApps). The network aims to innovate the way decentralized applications work by focusing on random state sharding, which allows creating blocks in seconds.",https://www.harmony.one/
Binance,highstreet,"decentralized Metaverse and MMORPG where brands, both traditional and crypto, can use our platform to seamlessly integrate and build their presence in Highstreet World.",https://www.highstreet.market/
Binance,hoprnet,"HOPRs decentralized, incentivized mixnet obscures all metadata, including IP addresses, making it impossible to tell anything about who is communicating and what data theyre sending.",https://hoprnet.org/
Binance,injectiveprotocol,"open, interoperable layer-one blockchain powering next-generation DeFi applications, including decentralized spot and derivatives exchanges, prediction markets, lending protocols and more.",https://injectiveprotocol.com/
Binance,kava,Kava is a decentralized blockchain that combines the speed and interoperability of Cosmos with the developer power of Ethereum.,https://www.kava.io/
Binance,keylabs,Blockchain security by world-renowned security researchers.,https://keylabs.io/
Binance,koi,"Bridging liquidity pools around the world, Koi Trading offers an efficient, reliable and compliant OTC pathway for institutions to engage with cryptocurrency.",https://koi.trade/
Binance,layerzero,LayerZero is an omnichain interoperability protocol designed for lightweight message passing across chains.,https://layerzero.network/
Binance,litentry,"Litentry is a decentralized, cross-chain identity aggregator that enables users to link their identities in a privacy-preserving context.",https://www.litentry.com/
Binance,marlin,Decentralized programmable network infrastructure to host offchain applications,https://www.marlin.pro/
Binance,marsfinance,Mars Finance is a Chinese news and reports platform focusing on the blockchain and cryptocurrency sector.,http://www.marsfinance.net/
Binance,mathwallet,MathWallet is a powerful universal crypto wallet which support multi-chain tokens and dApps on both mobile / browser extension / web / hardware wallet.,https://mathwallet.org/en-us/
Binance,polygon,"Polygon (previously Matic Network) is the first well-structured, easy-to-use platform for Ethereum scaling and infrastructure development. Its core component is Polygon SDK, a modular, flexible framework that supports building multiple types of applications.",https://polygon.technology/
Binance,melos,Melos offers you a one-stop Music NFT Marketplace.,https://www.melos.studio/
Binance,mobilecoin,MobileCoin is an encrypted-focused cryptocurrency designed for use in everyday transactions.,https://www.mobilecoin.com/
Binance,moonbeam,smart contract platform for building cross-chain connected applications ,https://moonbeam.network/
Binance,myneighboralice,"a multiplayer builder-game where players build and create their own virtual lands, interact with neighbors, perform exciting daily activities and earn rewards.",https://www.myneighboralice.com/
Binance,nfkings,"A leading web3 protocol developer, focused on bringing web3 to the masses.",http://www.nfkings.io/
Binance,nymtech,The Nym network is a decentralized and tokenized infrastructure providing holistic privacy from the network layer to the application layer,https://nymtech.net/
Binance,oasislabs,"Parcel provides a set of privacy-first, data governance APIs designed to give your users better control over how their data is used without sacrificing functionality",https://www.oasislabs.com/
Binance,perlinx,Democratizing the trading of real-world assets through decentralized liquidity pools and synthetic asset generation,https://perlinx.finance/
Binance,perp,Perpetual Protocol is an on-chain perpetual futures DEX with deep liquidity and builder-ready composability.,https://perp.com/
Binance,phishfort,Anti-Phishing and Brand Protection Solutions,https://www.phishfort.com/
Binance,reef,Reef Chain is an EVM compatible chain for DeFi with NPoS/PoC consensus.,https://reef.finance/
Binance,republic,"Access curated investments in startups, crypto, real estate, art, music, and more",https://republic.co/
Binance,sandbox,The Sandbox is a community-driven platform where creators can monetize voxel ASSETS and gaming experiences on the blockchain,https://www.sandbox.game/en/
Binance,starsharks,"StarSharks is the leading NFT gaming platform on Binance Smart Chain leveraging referral, stake-sharing and NFT marketplace that incentivizes gamers to co-create our sustainable community.",https://starsharks.com/
Binance,swipe,Swipe powers a robust platform that enable businesses to create card programs for users to spend anything globally.,https://swipe.io/
Binance,tellor,Tellor is a transparent and permissionless oracle protocol for your smart contract to easily get any data whenever it needs it.,https://www.tellor.io/
Binance,tokocrypto,"Tokocrypto is a centralized exchange based in Jakarta, Indonesia with IDR fiat on/off ramps.",https://www.tokocrypto.com/
Binance,tor,"A non-custodial, distributed and open source key management network.",https://tor.us/
Binance,tranchess,Tranchess is a yield-enhancing asset tracker protocol with varied risk-return solutions.,https://tranchess.com/
Binance,travala,worlds leading blockchain-based travel booking platform trusted by thousands of customers worldwide as their preferred online travel agency,https://www.travala.com/
Binance,troytrade,Troy Trade is a global prime broker specialized in crypto trading and asset management.,https://troytrade.com/
Binance,wing,Wing has built a decentralized finance (DeFi) platform to support cross-chain collaborative interactions between various DeFi products,https://wing.finance/
Binance,xend,"Xend Finance (XF) is a decentralized Credit Union protocol built to optimize, improve and add value to the core operations of credit unions globally. ",https://xend.finance/
Binance,openleverage,OpenLeverage is a permissionless lending margin trading protocol that enables traders or other applications to long or short on any trading pair on DEXs efficiently and securely. ,https://openleverage.finance/
Binance,openocean,"OpenOcean is the leading DEX aggregator, integrating the most liquidity sources across a wide range of blockchains into one seamless trading interface, to bring users one-stop trading solution!",https://openocean.finance/
Binance,secondlive,"A create-to-earn open Metaverse where web3 inhabitants gather here to facilitate self-expression, unleash creativity and build a dreaming parallel universe.",https://secondlive.world/
Binance,web3go,Web3Go is an all-in-one open data analytics and service platform where everyone can grasp the value behind blockchain data.,https://web3go.xyz/
Binance,alta,"Alta gives investors direct access to invest and trade in a wide range of curated alternative assets, from direct investment into early to late-stage private companies, PE/VC funds, asset-backed securities of luxury assets, real estate and more.",https://alta.exchange/
Binance,privasea,Privasea AI Network allows multiple parties to collaborate without revealing sensitive information.,https://www.privasea.tech/
Binance,velvet,"Velvet.Capital is a Cross-Chain DeFi Operating System that helps launch & manage on-chain funds & structured products (tokenized funds, portfolios, yield)",https://www.velvet.capital/
Binance,safepal,"Safepal is a secure, Portable, and user-friendly hardware wallet for storing and managing cryptocurrency assets.",https://www.safepal.com/
Coinbase,(O)1 Labs,Building a private and secure Web3 through zero-knowledge; powering Mina Protocol,https://o1labs.org/
Coinbase,0x,DEX infrastucture & DeFi liquidity aggregator,https://0x.org/
Coinbase,Acala,DeFi hub of Polkadot,https://acala.network/
Coinbase,Affine,Cross-chain DeFi portfolio management,https://affinedefi.com/
Coinbase,Airtm,Global P2P payment network based in LatAm,https://www.airtm.com/
Coinbase,Alchemy,Leading blockchain development platform,https://www.alchemy.com/
Coinbase,Aleo,"Private, programmable L1 pioneering toolkit for building private applications",https://www.aleo.org/
Coinbase,AlgoFi,All-in-one DeFi hub on Algorand,https://www.algofi.org/
Coinbase,Alliance DAO,Leading Web3 accelerator and founder community,https://alliance.xyz/
Coinbase,Alluvial,"Enterprise-focused, multi-chain liquid staking solution",https://alluvial.finance/
Coinbase,Alongside,"Cryptoasset index funds for passive, long-term investing",https://alongside.xyz/
Coinbase,Alta Labs,"Carta for crypto (cap table management, token vesting schedules, etc.)",https://altalabs.xyz/
Coinbase,Altered State Machine,"Platform to build, train & trade AI agents using NFTs",https://www.alteredstatemachine.xyz/
Coinbase,Alto,Self-directed IRA enabling investments in crypto & alternative assets,https://www.altoira.com/
Coinbase,Amber Group,Leading diversified crypto trading platform focused on the Asian market,https://www.ambergroup.io/
Coinbase,Amberdata,Comprehensive blockchain data & insights tool,https://www.amberdata.io/
Coinbase,Ancient8,Vietnam-based gaming guild/DAO building GameFi infrastructure,https://www.ancient8.gg/
Coinbase,Anima,Platform and studio specializing in AR for NFTs,https://anima.supply/
Coinbase,Animoca Brands,Leader in branded (NFT/IP-focused) blockchain gaming,http://www.animocabrands.com/
Coinbase,Anoma,"L1 interoperability layer between blockchains, facilitating private transactions and efficient token swaps",https://anoma.network/
Coinbase,Aptos,Building the safest & most scalable L1 blockchain,https://aptoslabs.com/
Coinbase,Arbitrum,L2 scaling platform for Ethereum via optimistic roll-ups,https://offchainlabs.com/
Coinbase,Architect,Architect provides traders with adaptable infrastructure that redefines access to global digital asset markets,https://www.architect.xyz/
Coinbase,Arkive,"Web3 native museum, where membership is based on NFT ownership",https://arkive.net/
Coinbase,Arweave,Arweave provides permanent data storage via a novel block-weave chain,https://www.arweave.org/
Coinbase,Astar Network,Astar is the Future of Multichain Smart Contracts,https://astar.network/
Coinbase,Audius,"Decentralized, community-owned and artist-controlled music-sharing protocol",https://audius.co/
Coinbase,Aurigami,Lending & borrowing (Compound/Aave) liquidity protocol for Aurora/NEAR,https://aurigami.finance/
Coinbase,Avalon,Gaming studio building the Oasis – a P2E UGC MMORPG,https://www.playavalon.com/
Coinbase,Axelar,Cross-chain communication and interoperability platform,https://axelar.network/
Coinbase,Azra Games,Action RPG game studio founded by former EA team who built Star Wars: Galaxy of Heroes,https://azragames.com/
Coinbase,Aztec,"Enables affordable, private crypto payments via ZK-proofs on Ethereum",https://aztec.network/
Coinbase,Backdrop Labs,A sufficiently decentralized professional network,https://backdrop.so/
Coinbase,Backed,Borrow & lend against your NFTs,https://staging.withbacked.xyz/network/rinkeby
Coinbase,Biconomy,Helping create cross-chain bridges and gas fee abstraction,https://www.biconomy.io/
Coinbase,Bison Trails,,https://blog.coinbase.com/coinbase-to-acquire-leading-blockchain-infrastructure-platform-bison-trails-f879654421d6
Coinbase,Bitnomial,Bitcoin derivatives exchange,https://bitnomial.com/ 
Coinbase,bitsCrunch,Analytics & security platform for NFTs,https://bitscrunch.com/
Coinbase,Bitski,Shopify for NFTs – unlocking commerce in the metaverse,https://www.bitski.com/
Coinbase,Bitso,Leading crypto exchange in Mexico and Argentina,https://bitso.com/
Coinbase,Bitwise,Crypto asset manager behind the world's first and largest crypto index fund,https://bitwiseinvestments.com/
Coinbase,Bling Financial,Making mobile games more fun & financially rewarding,https://www.blingfi.com/
Coinbase,Block Earner,Mass-market high-yield savings account powered by DeFi for Australia,https://blockearner.com.au/
Coinbase,Block.Green,Platform empowering sustainable mining operations,https://www.block.green/
Coinbase,Blocknative,Bringing real-time mempool data to builders & traders,https://www.blocknative.com/
Coinbase,Blockrize,The Blockrize card is the first credit card with rewards in Bitcoin or Ethereum,https://www.prnewswire.com/news-releases/gemini-to-offer-credit-card-with-crypto-rewards-301208166.html
Coinbase,bloXroute,Facilitating faster DeFi transactions via their blockchain distribution network,https://bloxroute.com/
Coinbase,Bonfire,"Build a custom web3-native home for your community, powered by your social token & NFTs",https://getbonfire.xyz
Coinbase,Bounce,Decentralized auction platform for primary issuance,https://bounce.finance/ 
Coinbase,Braintrust,"Decentralized, user-owned talent marketplace",https://usebraintrust.com/
Coinbase,Branch,"Social gaming platform for creating, playing and monetizing games",https://branch.gg
Coinbase,Brave,Privacy-focused open-sourced web browser,https://www.brave.com/
Coinbase,Bridgesplit,NFT liquidity & yield on Solana,https://bridgesplit.com/
Coinbase,Brydge,Rosetta for smart contracts,https://www.brydge.network
Coinbase,Casa,Leading provider of Bitcoin self-custody solutions,https://keys.casa/
Coinbase,Cashmere Finance,Gnosis Safe for Solana,https://www.cashmere.finance/
Coinbase,Cega,Exotic options & derivatives protocol on Solana,https://cega.fi/
Coinbase,Celestia,Modular consensus and data network for deploying new blockchains,https://celestia.org/
Coinbase,Celo,"Platform for fast, secure, mobile digital payments",https://celo.org/
Coinbase,Centrifuge,The on-chain ecosystem for structured credit,https://centrifuge.io/
Coinbase,Ceramic Network,"Platform for creating, hosting, and sharing streams of data",https://ceramic.network/
Coinbase,Certik,Leading blockchain & smart contract security provider,https://www.certik.com/
Coinbase,Certora,Security analysis tools for Smart Contracts,https://www.certora.com/
Coinbase,Chainflip,Frictionless cross-chain swaps,https://chainflip.io/
Coinbase,ChainPatrol,Real-Time Security for Web3 Communities,https://chainpatrol.io/
Coinbase,Chaos Labs,Simulation environments for testing smart contract security,https://chaoslabs.xyz/
Coinbase,Charm Finance,The easiest way to provide and manage liquidity,https://charm.fi/
Coinbase,ClayStack,Liquid staking protocol for Polygon,https://claystack.com/
Coinbase,Clockwork Labs,Gaming studio building proprietary distributed database infrastructure,https://clockworklabs.io/
Coinbase,CloudBurst,Cloudburst is a dark web threat intelligence platform providing API tools to detect and prevent crypto fraud campaigns,https://burst.cloud/index.php
Coinbase,CLST,Stablecoin money market platform for institutions,https://www.clst.com/
Coinbase,CoFiX,Next-generation AMM that uses external oracle data to inform its pricing algorithm,https://cofix.io/#/swap
Coinbase,Coherent,Powerful APIs for your web3 user data,https://coherent.sh/
Coinbase,Coin Metrics,"Cryptoasset market and network data APIs, analytics, and research",https://coinmetrics.io/
Coinbase,CoinDCX,Leading Indian crypto exchange,https://coindcx.com/
Coinbase,Coinfeeds,API for aggregating crypto news & social sentiment,https://coinfeeds.io/
Coinbase,Coinmine,All-in-one crypto miner,https://coinmine.com/
Coinbase,CoinSwitch,India’s largest crypto app for retail investors,https://coinswitch.co/
Coinbase,CoinTracker,The gold standard in cryptocurrency portfolio tracking & tax compliance,https://www.cointracker.io
Coinbase,Collective,"Platform for tracking, analyzing, and engaging in NFT communities",https://collective.xyz/
Coinbase,Commonwealth,All-in-one community management & governance platform,https://commonwealth.im/ 
Coinbase,Composable Finance,Cross-chain interoperability solution for Polkadot,https://www.composable.finance/
Coinbase,Compound,Decentralized lending & borrowing protocol on Ethereum,https://compound.finance/
Coinbase,Connext,"Fast, secure bridging between blockchains and rollups",https://connext.network
Coinbase,Consensys,Developer of Ethereum infrastructure tools including MetaMask & Infura,https://consensys.net/
Coinbase,Contango,Bringing expirables to DeFi,https://contango.exchange
Coinbase,Covalent,Unified API & analytics platform indexing billions of blockchain data points,https://www.covalenthq.com/
Coinbase,Cozy,"Protecting DeFi deposits from hacks, exploits & more",https://cozy.finance/
Coinbase,Credora,A private credit oracle; real-time credit risk computed in a privacy preserving way,https://credora.io/
Coinbase,Crusoe Energy,Reduces carbon emissions for bitcoin mining,https://www.crusoeenergy.com/
Coinbase,Cryptohunt,Your generative AI-powered learning community. Any topic. Any language.,https://www.learn.xyz/
Coinbase,CryptoTaxCalculator,"The best crypto tax software for complex scenarios (DeFi, DEXs & NFTs)",https://cryptotaxcalculator.io/
Coinbase,Curio,Advanced analytics & insights for NFT collectors,https://curio.tools/
Coinbase,Curv,Full-stack digital asset security solution for institutions,https://newsroom.paypal-corp.com/2021-03-08-PayPal-to-Acquire-Curv
Coinbase,Custodia Bank,Wyoming state-chartered cryptobank,https://www.custodiabank.com/
Coinbase,Cymbal,Social platform to showcase NFTs on Ethereum & Solana,https://cymbal.xyz/
Coinbase,Daffy,The modern platform for giving,https://daffy.org/ 
Coinbase,Dapper Labs,"Building CryptoKitties, NBA Top Shot & the Flow blockchain",https://www.dapperlabs.com/
Coinbase,Data Mynt,Global crypto payment processing gateway,https://datamynt.com/
Coinbase,DeBank,DeFi portfolio management and tooling,https://debank.com
Coinbase,Demox Labs,First-party oracle solution built for Web2 data bridging,https://www.demoxlabs.xyz/
Coinbase,DerivaDEX,On-chain DEX with perpetual-swap derivatives,https://derivadex.com/ 
Coinbase,DeSo,L1 blockchain built from the ground up to scale decentralized social applications,https://www.deso.com/
Coinbase,Dfns,Custody as an API – keyless wallet generation powered by decentralized custody network,https://www.dfns.co/
Coinbase,Dharma,,https://opensea.io/blog/announcements/opensea-acquires-dharma-labs-welcomes-new-cto/
Coinbase,Diagonal Finance,Enabling crypto native subscriptions on Ethereum,https://www.diagonal.finance/
Coinbase,Diem,Building a trusted and innovative financial network that empowers people and businesses around the world,https://www.diem.com/en-us/
Coinbase,Disco,Tool for manaaging web3 credential & identity,https://www.disco.xyz/
Coinbase,DODO Exchange,DEX pioneering concentrated liquidity through a proactive market maker algorithm,https://dodoex.io/
Coinbase,Dolomite,DeFi's most composable money market and trading platform,https://dolomite.io/
Coinbase,Dune Analytics,Community-first crypto analytics platform on Ethereum,https://dune.com/
Coinbase,Eco,"Consumer fintech app enabling spend, send, save & make money capabilities",https://www.eco.com/
Coinbase,EigenLayer,Universal validation platform enabling re-use of staked assets across blockchains,https://www.eigenlayer.com/
Coinbase,Elph,,https://www.brex.com/journal/press/elph/
Coinbase,Endaoment,"On-chain tax advantaged structures, starting with donor advised funds",https://endaoment.org/
Coinbase,Entropy,"Decentralized, trustless protocol for asset custody",https://entropy.xyz/
Coinbase,Espresso,Layer 1 focused on scaling & privacy via ZK rollups,https://www.espressosys.com/ 
Coinbase,Eternal,Collect moments from stream and gaming history,https://eternal.gg/
Coinbase,Etherscan,Blockchain explorer & analytics platform for Ethereum,https://etherscan.io/
Coinbase,Euler,Oracle-based lending protocol built around a novel method to create tiered-risk borrowing markets for long tail ERC-20 assets,https://www.euler.finance/
Coinbase,Eventus,Provider of trade surveillance & risk analytics for compliance,https://www.eventussystems.com/
Coinbase,Everyrealm,Metaverse real estate developer & investment firm,https://everyrealm.com/
Coinbase,EVMOS,L1 EVM within the Cosmos ecosystem,https://evmos.org/
Coinbase,FalconX,The most sophisitcated digital asset platform for institutions,https://falconx.io/
Coinbase,Farcaster,Web3 native social network / graph and open protocol enabling users to own the relationship with their audience,https://www.farcaster.xyz/
Coinbase,Fei,Algorithmic stablecoin for DeFi,https://fei.money/
Coinbase,Fleek,Developer platform to deploy & manage smart contracts,https://fleek.co/
Coinbase,Flint,"Passive, high-yields on crypto targeting Indian millennials",https://www.flint.money/
Coinbase,Flipside Crypto,Analytics & insights platform for measuring cryptocurrency project health,https://flipsidecrypto.com/
Coinbase,Floating Point Group,"Platform to trade, manage & settle crypto assets for crypto hedge funds",https://www.floating.group/
Coinbase,Flowdesk,"Market-making and financial services (custody, brokerage) for token projects",https://www.flowdesk.co/
Coinbase,Folks Finance,Borrowing & lending protocol (Compound/Aave) for Algorand,https://folks.finance
Coinbase,ForUsAll,401(k) + crypto for startups & growing businesses,http://www.forusall.com/ 
Coinbase,Foxchain,Cross-chain data source for DeFi on Cosmos from Shapeshift,https://shapeshift.com/
Coinbase,Fractal,Gaming NFT marketplace on Solana,https://www.fractal.is/
Coinbase,Francium,Automated DeFi yield strategies (Yearn) on Solana,https://francium.io/
Coinbase,Friends With Benefits,Social DAO focused on creators & culture,https://www.fwb.help/
Coinbase,Galaxe,The largest Web3 credential data network in the world,https://galxe.com/
Coinbase,Gallery Labs,Web3 social network to share your taste via NFTs,https://gallery.so/
Coinbase,Gauntlet Network,Gauntlet is a platform for off-chain intelligence that drives on-chain efficiency in DeFi,https://gauntlet.network/
Coinbase,Genies,Avatar technology company,https://genies.com/
Coinbase,Gnosis Safe,Leading self-custodial multisig platform built on Ethereum,https://gnosis-safe.io/
Coinbase,Goldfinch,Decentralized credit protocol offering collateral-free crypto loans,https://goldfinch.finance/
Coinbase,Gomu,Web3 APIs starting with multi-chain NFT indexer,https://www.gomu.co/
Coinbase,Graph Protocol,Protocol for indexing and querying blockchain data,https://thegraph.com/
Coinbase,GuildFi,"Building Steam for GameFi – connecting games, NFTs & communities",https://guildfi.com/
Coinbase,Harpie,"The first on-chain firewall that stops hacks, thefts, and scams",https://harpie.io
Coinbase,Hashdex,Largest crypto asset manager in Latin America,https://www.hashdex.com/en/hashdex
Coinbase,Hashflow,Connects traders and liquidity providers to institutional market makers,https://www.hashflow.com/
